text,Emotion_Label
🔴 رسالة الى ال سعود: لولا حماية الاله ذى الخلصة ، لما استطاع الحكام العرب وحكام الخليج (( الرخوم الضعفاء )) ، ان يحموا ((موخراتهم وموخرات نسائهم )) لكي يستطيعوا ان يحموا دولهم وشعوبهم. وانا اتحدى الان !! @CGCSaudi @emara_riyadh #السعودية #قمة_العار #الفوز_لبهاج_واخوانه,"['Disgust', 'Trust']"
@benlaghbar الدروس كثيره من تلك العصابات ولن يجدي نفعاء اي عهد لهم عودوا لتاريخ اجدادهم ضد الجنوب فهم ماشين عليه عودوا لتاريخ الجنوب واقراوه جيدا واستفيدوا جيدا في عدم ثقة اجدادكم وصدهم لاهاولاء القوم الاتين من هضبة صنعاء ذات العروق المختلفه,['Disgust']
@Lamya_feminist @cnbsdr @Ibra99337840 داعش والقاعده داخلين حرب مثلهم مثل امريكا وروسيا واي جيش في العالم اما هذولي مجانين يضربون انفسهم 😳,['Disgust']
في الجزائر 🇩🇿 كما يعلم الجميع ان جماعة اللونين الازرق والاصفر و معهم جماعة الاخوان المتشرذمين هم من يحتكر التجارة جملة كانت او تفصيلا.و شارع دبي التجاري العملاق بمدينة العلمة خير دليل .لهذا فهجوم نواب هذه الجماعة ضد وزير التجارة الذي حد من نشاطهم يدخل في هذا الإطار.فلا حبهم للوطن,['Disgust']
@saed11122 @SaudiNews50 ابتسامة اطفال سوريا دموع اطفال اليمن ... السعوديه عدوة البشرية https://t.co/zh4KOoJWM9,['Disgust']
@M_B_H_N والواقع دمار سوريا والعراق ولبنان واليمن الا تفهم شعوب هذي الدول ان إيران هي عدو لهم قتل وتشريد ودمار مدن كله من أذناب إيران,"['Sadness', 'Disgust']"
@ali__2095 كل المسلسلين تمويل ودعم صهيوني,['Disgust']
دراسات نللي حنا، ورؤوف عباس، كشفت خرافة أن مصر تحت الحكم العثماني كانت متخلفة وفقيرة، بل كشفت عن وجود تطور اقتصادي كبير وصناعات كانت تصدر لأوربا والهند ووجود طبقة وسطى فاعلة وأمن وأمان شامل، وعدالة دينية/طائفية وقانونية ، وحرية تامة للمصريين في نشاطهم الثقافي والعلمي والاقتصادي,['No emotions']
RT @EmadAlenezii: @M__albugaly هم دول الخمسه اللي حرروها 😂😂😂😂 وكمان مش بالاسلحه بالبونية والبوكس فقط https://t.co/dTCy5wFzVI,['Disgust']
اورفا اصلا ولواء اسنكدرون اراضي عربية وسكانها عرب لواء اسكندرون تنازل عنه الزنديق حافظ الجحش https://t.co/sYQbFsuVWq,['Disgust']
@2ocw_ مو بيدك بجلدك اللي يحكك 😏.. يعني ايران مسكينة ما قطعت نهر الكارون ؟ رويبضة مو بيدك 🥴,['Disgust']
لا شرعية للسفاح قفاز الوحش_العولمى الماسوصهيونى القذر https://t.co/jeSg7oCdl8,['Disgust']
RT @abdullahzamil99: #العراق قنوات فضائيه ايرانيه تبث من اسرائيل اين تجار القضيه ،،، https://t.co/KKEnSxLVEt,['Disgust']
@nadafa_g الدين بعمرو ماكان ومافرق بين الشعوب بس الخونة بيستغلوا الدين للفتنة وتدمير البلاد..إيران المجوس زرعوها للفتنة وتخريب البلاد العربية باسم الدين الإسلامي وهنن مجوس مالهم علاقة بالاسلام لا من قريب ولا من بعيد كل ضحاياهم مسلمين ومسيحيين...,['Disgust']
@Muzahim_alHewit انت اخر واحد يتكلم باسم السنة انت مدري شنو اصلك ولكن نرجع ونقول تلك امة قد خلت لها ماكسبت ولكم ما كسبتم ولا تسألون عما كانوا يعملون,['Disgust']
@Hber_iq شفت وسمعت ف حياتي دلوخ لكن مثل هالحمار ما شفت 🤣🤣متعود على تحريف القرآن عشان كذا زعل على التصحيح الحمدلله الذي عافانا مما ابتلى به غيرنا الحمدلله,"['Joy', 'Disgust']"
@lfc00966 تاريييخنا لن ينسى 2018 و لن ينسى 2022 دعسناااا الصغيير ليفربول بجييله التاريخيي و في الـ2015 طردنااهم الى اليوروبااا لييييييغ و 2021 طردنااهم من ربع النهائي من غير جمهور و في حديقة الأنفيييلد سحقنااااهم و طيرنا خمستهم وسط جمهوره صييييح و صيييح هلا صياااح هلا صيااااح,['Disgust']
@adnanalaegm طيييييط كان امس الحوثي ..اليوم في ارضك الامريكي والسعودي والبريطاني والحماراتي والاسرايلي والعفششاني وعيال مسعده ومثلت الدوم ...وكلهم كفه تقاتل الحوثي وهذا الدعشوش المحمرر مشو حول عدن هو بيحمرر ضبطوه الجماعات الوهابيه وقالو له الروافض والمجوس محتلين عدن ومريكا تركبه من خلف مكلا,['Disgust']
كلام سليم خططوا والحمير تنفذ لعنهم الله قلت انهم لأجل المصالحة الجنوبية يلعبون على الحبلين . https://t.co/KUNfFXyNug,['Disgust']
@DrKamalabudalia اخواني بامتياز من اللي فتحلهم السادات الباب زي احمد فراج وزغلول النجار والشعراوي وحجاب الفنانات دخول الوهابية مصر,['Disgust']
@ESSAID01777717 يا السنغولي فضلات السياح شاهد من صنعته فرنسا نحن ام أنتم يا البوسبيري ههههه يوم تسترجع امك من عند السبنيول وأختك من الإمارات يومها نتكلم عن تيندوف وبشار ههه https://t.co/H3DcQQ7egJ,['Disgust']
@AlkhwlanyLtf اهديه سلامي مشبع مربع ب احذيه كل يمني له يوصل ملان القاع والسلع ومن كل قلبي له با الاحذية في وجهه نقل به ادسع ابن الخميني ماله في ارضنا وسع ولا حتا شبر فيه يدسع,['Disgust']
@TheUKAr هذا هو المجتمع الاوروبي القذر,['Disgust']
@AydaNews مجوس يتقنون فن الكذب والتقية، وهو يعرف لولا الحماية الأمريكية لما وصلت ايران وأتباعها الى ماوصلوا إليه، لأن عدائهم بعد هزيمتهم في القادسية ونهاوند وإلى اليوم هو مع العرب والإسلام فقط.,['Disgust']
@nasir999444 لانها قطريه وهذي عار عليهم ويجب ردعها وتأديبها,['Disgust']
@zynwyn3 اخزاهم الله لعنة الله على اليهود,['Disgust']
@USAbilAraby كيف تتعاملون مع مليشيات الحوثي الارهابيين,['Disgust']
@6ameer_3 @ha9dr @COPE_AR https://t.co/LoLLji7td5 ناديك وضيع جدا امام برشلونه,['Disgust']
@aldhbyany_fhd @aburaydd تشجع الأنديه ضد الهلال وتحسب جماهير الهلال مثلك يالقوطي المصدي والله مادريت عن مبارياتك الي ذكرتها هههههههههههههههههه,['Disgust']
@alsharqiyatv الشيعة ان شاء الله راح ينقرضون,['Optimisim']
@AlswddM @AlmghrbySafyra @abdelali_ach انت اكبر دولة تعاديك و تريد صحراءك هي التي تسميها انت بدولة شلحة 😂😂😂فيناهيا القومية الشلحة و الاخوة,['Disgust']
@Alayafi_18 @Abdullah_1927__ اول مره تفوزون من سنوات بعدين انا داعسك في نهائيين ابطال وجاي فرحان في الدوري الاوروبي ياخي استح 😂,['Disgust']
اولا أجزم انك حوثي تتحدث باسم أهل تعز أهل تعز يااخبل موجدين في كل الجبهات يقاتلون الحوثي قع رجال وقاتل وأخرج الحوثي من تعز اللي محاصر لها https://t.co/hpQ6pjxNOl,"['Disgust', 'Trust']"
@Muzahim_alHewit لانك ذنب للفرس ومطيه لهم والذنب مايقف الا مع الذنب اللي مثله السعوديه دونها الله سبحانه وثم رجالها تحميها لأنت ولا كل ذنب وخائن مثلك يقدر يمسها 🤫 https://t.co/ka9LL3UO6u,"['Disgust', 'Trust']"
RT @abu_mdyaan60: بيئه #الهلال بكره يطلع واحد من الملاحيس الي قاهرهم الهلال ويقصه ويقول تذابحو 😂😂 https://t.co/Wcv7EouYxI,['Disgust']
RT @kemmo276: يااخي لجان الإخوان دي ناس غريبه أوي الناس ال نفسهم نموت قال ايه خايفين علينا م الفراخ المستوردة,['Surprise']
@lahoucine69 نظام عسكري إرهابي دكتاتوري والكرغولي دون مرتبة إنسان عندهم. أين العجب؟؟ لي هدر يموت. هههههههههه https://t.co/26lcVhjYr3,['Disgust']
ابن اللطخ اسماعيل هنية فساد حماس وابنائهم من يدعون المقاومه وهم تجار الوطن وتجار الدين ومصاصين دماء الشعب الفلسطيني https://t.co/PhlytyYIHg,['Disgust']
@egypttheBB2023 قصدك خونه مع الغرب كعادتهم شوكه مسمومه في ظهر الاسلام,['Disgust']
@777_hmoud @theAFCCL_ar @marega91 مو بس الإتحاد الاسيوى حتى شباك الفقراويه,['Disgust']
غالبية الاوروبيون متحدون ضد روسيا ويستعرضون اهوال الحرب الروسية على اوكرانيا بالذكرى السنوية لكن عندما يتعلق الامر في سوريا فان روسيا هي الملاك والمسيح المخلص الذي يساعد سفاح دمشق للتصدي للهجمات الاسرائيلية والتواجد الامريكي الذي يسرق نفط سوريا يسار متعفن وارمني حاقد,['Disgust']
@m_t_____zll الله يطيح عظك بوعزرائيل تهدد السنه لو انك أزلمه متصير عميل فارسي معاويه تاج راسك أيها الرخيص الناقص دينا و خلقا,['Disgust']
@rg1k1 فعلا طز في امريكا اللي وضعت القذافي في الحكم وعمره 27 سنة رغما عن إرادة الليبيين,['Disgust']
@qatri1978 @uae_3G لن تنظف قطر فهي دويلة الغدر والخيانه والفتنه والرشوه والفساد,['Disgust']
@Alyauae2 يكذبون كما يتنفسون لا أصل ولا عروبه لهم فرس واحترام وبقايا جيش ابرهه الحبشي,['Disgust']
@thaer350 منذ نكسة 1967 وانهزام العرب في ستت ايام انتهت حينها الجامعه العربية وقراراتها اصبحت للزينه وترقيع الخذلان والعار امام شعوبها القرارات الحقيقية هي فقط ضد الشعوب واما القرارات التي لها فائده للشعوب العربية هي فقط حبر على ورق لا يتم تطبيقها الا مارحم ربي وايضا تكمن للصالح الغربي,['No emotions']
@realmadridarab كالعادة ليلة دعس الهنود صغار العاصمة 😎💪,['Disgust']
@alrumaithi313 الله يعلنك انت يابن الكلب رافضي,['Disgust']
@ALJAZAI40937341 @jebren_ انتم بني كرغول تدعمون مرتزقة لا يسمنون ولا يغنون من جوع، تتسولون بهم المساعدات الكابرانات يصدرون مشاكلهم الداخلية عبر افتعال النزاع، لكن الصحراء مغربية وستبقى مغربية ونحن باقون فيها.,['Disgust']
@hyd_64 هو اول من اثار هاي الهوسة الي اصلا مالها داعي من الاول لان فيلم معاوية موجه للداخل السعودي لاغراض سياسية اكثر منه لبقية الطوائف الاخرى,['No emotions']
@MohamedHnid صحيح الشيطان الأكبر والأصغاركذبة الإعلاميين عارفين ويضللون ، أمريكا هى من سمحت لهم بالدخول للإنتقام والثأرمن حرب الثمانين ، هى من ساعدات المليشيات بطيرانهابتدمير الموصل وهدم البيوت على ساكنها ووصولهم لسوريا تحت أعينها,"['Disgust', 'Trust']"
@halgawi تقرير دقيق عن الفرس… بكل اسف انتقلت طباعهم الى اتباعهم من المقيمين بعدد من الدول العربيه!؟ https://t.co/QeJKV41C5I,['Disgust']
"💞الرد على ""إيدي كوهين"" وتغريداته المخزية. الإعلامي العماني الكبير/ عادل الكاسبي💞 https://t.co/qPFnX3KO8S",['Disgust']
@salim_Aljomaili ومتى اصبح مقتدة ابو خنينة قائد النشالة والقتلة حجة الاسلام؟.....هذا ما اطلعه بصخلتين يسرح بيهم.....تذكرت شلون جان يرجف من رفيق بعثي اذا شافه.....اما اذا بعببصه فمقتده رأسا يتنحله.,['Disgust']
ابو خنجر يقول انهم انتجوا #صاروخا يبلغ مداه 1650 كيلو متر وان الاسطول الأمريكى في #الخليج كله تحت مرمى صواريخهم. طبعا و #اسرائيل يعني #امريكا تضرب فيهم كل يوم،. إسرائيل تفتك بابو خنجر في كرج والأخير يتوعدها باليوم العظيم https://t.co/4iQSwKABGU,['Disgust']
RT @SakerSport: اذا شفت هذه الحافلة مرت من امام بيتكم . لا تقلق هذا برشلونة يدور على بطولة اوروبيه يلعب بها. https://t.co/ya0h7V5KO0,['Disgust']
صدقت بنت العروبة عليا بنت النشامى هولاء خونة للعروبة وللوطن سلموا ارضهم وعرضهم ومكالفهم للحوثة قليل من الحياء https://t.co/2fhAQYS21H,['Disgust']
أصحاب هذا الهشتاق #معاويه_نعال_المومنين ومن يشارك فيه مؤيداً، حقيقتهم أنهم أعداء الإسلام والمسلمين، وأعداء الله ورسوله صلى الله عليه وسلم. #الرافضة هؤلاء يأبى الله إلا أن يظهر حقيقة دينهم -الشركي التكفيري المجرم- لعباده المؤمنين الموحدين، فيعرفوا أن الرافضة شياطين الإنس.,['Disgust']
@khalid30H @Marea_Elshame ۳/.. لأن الهجوم العسكري في جميع أنحاء إيران ، وإنشاء داعش لتدمير إيران ، وتسليح القادة العرب الرجعيين في الخليج الفارسي ، ومهاجمة الشعب اليمني حفاة القدمين ، وتحريض الوريد العربي للشعب العراقي على خلق الانقسام مع إيران #_المومنين #صباح_الخيرᅠ #البزنس80 #ساعه_استجابه #يوم_التاسيس,['No emotions']
اسمعوها حقائق عن احداث ١٩٩٤ ومن خان بلا مزايدة كذابة باسم الوطنية نعرفكم يا قردستانيه https://t.co/W3UQ84jQyy,['Disgust']
منظومه الرياضه الفاسده في مصر وزير الرياضه الطرطور حرامي الساعات وسرق فلوس تركي ال الشيخ هو ومنظومه الفساد في الرياضه المصريه والاعلام الفساد الدعار وكل من يحمي الفساده في مصر ألم تعلم الدوله بأن نادي الزمالك الكبير اكبر من كل الفساده طز في كل المنظومة 🐒🐒🐒 #الشريف_مرتضى_منصور https://t.co/tvNlL8bXp4,['Disgust']
@Adam09312254 @Saudis2018 حطها فينا الفلس طيني ‼️ قبل توحيد السعودية واستقلال الإمارات وتحديدًا 1929 هاجم الفلسطيني ابراهيم طوقان قومه على بيعهم أراضيهم لليهود ليس لحاجة ولكن طمعًا بالمال . وفي 1993 أعترف الفلسطينيون باتفاقية أوسلو بحق اسرائيل على 78٪ من الأراضي الفلسطينية. لا ترموا خياناتكم علينا . https://t.co/h8n63RtffI,['Disgust']
@_zilzall1 بعدين هذول عيال عم ال صباح وال سعود انت سعد شيبات شتبي داخل لولا السعودية هم عيال عم. وانت زلفك عريض واسمك زلزل المجد وتسب الكويت اه يالقهر,"['Sadness', 'Disgust']"
@aloqeliy الإخونجي سليمان العقيلي يحاول بتثشتى السبل تسميم علاقة المملكة العربية السعودية بمصر والامارات والمجلس الانتقالي الجنوبي، من خلال تستره بمشروع سمو ولي العهد الأمين لتنفيذ اجندات جماعة الاخوان!! @aloqeliy,['Disgust']
شوهتم الدين؟ 😁 متى كان الدين جميل ومقبول بعيون المنافقين والكفار؟؟ -الله يشوه وجهك ياالعنسي. https://t.co/93UTXhO3j6,"['Disgust', 'Surprise']"
@Adelalhasanii هذا المعمر ضمك ياعادل الحسني مع اعداء الجنوب فانت ارهابي قاعدي بس جبان ومرتزق لكل دافع يعني لاعق نعل لمن يدفع هكذا مثليي الدواعش همهم المال.,['Disgust']
@AlkhaterAziz هذه أخرة الوطنيات العفنة ..سبحان الله دائمآ الجيوش التي بلاعقيدة دينية تسحل وتنهزم,['Disgust']
@A0500A50 ههههه ياخي الفقراوية عيشتهم ع الحكم المحلي الجبان ،لا ويختارونهم بعناية ولازم من المشهود لهم بدعم النصر😂,['Disgust']
RT @fofoaa909: #هويه_الحجاز حنا العرب يامدعيين العروبه 👌 بلامزمار بلا غبانه 🤙🏻بلا كلام فاضي https://t.co/JuKQZJLwy9,['Disgust']
@MohamedHnid حكام يزرعون الطائفية لانها تضمن لهم مصالح ضيقة دنيئة الامثلة كثيرة واكثرها وضوح التشيع وهناك مايعادلها ويفوقها خبث وهي الحركاتالمخابراتية الجهادية هم لايخفى عليهم زيفهم لكن يشترون الدنية الاسلام حق عدل قسط وسط وهذا ليس في غيره بالتاكيد,"['Disgust', 'Surprise']"
الصهيوني غسان عليان المسؤول عن مجزرة حي الشجاعية في غزة عام 2014م صاحب الأيادي الملطخة بدماء أطفال ونساء غزة مشارك في قمة العار شتان شتان، بين من هشم وجه هذا الخنزير،وبين من يتوسل في قمة العار لهذا الخنزير،لك العار ي سلطة التنسيق⚔️👌🏻 #قمة_العقبة_خيانة #قمة_العار #فريق_مجاهدون https://t.co/o3nhOhL4pR,['Disgust']
@shimry1000 معالي الفريق انت تقول اين الامم المتحدة الا تعلم ان من عطى المجوس الضوء الاخضر هي امريكا ودول الغرب ولذلك نحن نقول #اين_الشعب_العراقي,['Surprise']
@mithal_al الاحزاب الفاسدة الكردية المسلحة هي ايضا مليشيات والفقير في كردستان خبزة ملاكي ياكل. ضحك على ألناس وبشكل علني,['Disgust']
@ali_uo3 @AlNassrFC يا اهبل الهلال خسر امام ريال مدريد وما اخذ الڪأس عشان ڪذه لاتفتخر بخسارة.. 🤪🤭,['Disgust']
"@alhashimi_Tariq هؤلاء يافهمان اطفال تم خطفهم من ريف اللاذقية وجرى التمثيل بجثثهم عند إخوانك السفلة الفجرة في دوما داعش وجبهة النصرة وسواهم..دقق وحقق، ثم انهق؛ هذه هي الحقيقة يا""هاشمي"".","['Disgust', 'Trust']"
كلنا عارفين ان احنا خرجنا من افريقيا رسمى كده كده و ان ابن الشراميييط التانى صعد كده كده صنداونز و الهلال مثلاً هيلاعبوا بعض و الاتنين هيخسروا عادى بس المهم ال٩٠٪ من حظ الكورة معاهم و هيصعدوا,"['Disgust', 'Trust']"
@abdoun_stan صدقني لـ حرككم بهذه النزعة كان يريد يسقط الدستور بسبب مادة خروج الجيش الجزائري خارج الحدود واستعملكم كآخر ورقة لاسقاطه بحجة الامازيغية. واما كما لن انسى لولاد فرتسا وهوما يسبوني مع المراركة ببوصبع وتحالفوا مع العدوا لن انسى لكم أيضا تختذلكم في الدفاع عن الوطن في الوقت الراهن,['Disgust']
@skynewsarabia @alHattlan صدق الشيخ صالح الفوزان إذ قال فيهم طواغيت العصر الذين يساوون الإسلام بغيرة ألا لعنة الله عليهم,"['Disgust', 'Trust']"
@ALMRISEUL @MaanAlquiae مهب شغلك خلك بمباراة ضمك وابحث عن ثلاث نقاط والزعيم يبحث عن نهائي القارة الي من تاسس الفقر وهو يبحث يكون ولو وصيف ولكن بعيدة عن شواربه,['Disgust']
@A_N_Mk مو خالتك الامريكيه فركت راس ابوك ابن الطركه مو حتى على التطبيع وي دوله إسرائيل وافقت اهم شي عدكم الحكم ولد الحرام,['Disgust']
@MAlaleany @vds99 التافه تطبيلك لخردة ايران يا صحوي,['Disgust']
RT @AhmadFHC: ليله لن يسناه اي فقراوي 🌪 https://t.co/JNYwoDdBTc,['Disgust']
@Capitano_M14 مطرود من دوري الأبطال مطرود من دوري الأروبي هههه تضحك على فريق عندوا 14 دوري الأبطال ويبحت على 15 فريق عندوا 35 ليغا ههه حالتك صعيبة جدا,['Disgust']
@aziz1alsheikh هذا الكلام الحماسي قد مل منه شعب الجنوب ،غلطتكم انكم سلمت سلطة الجنوب للشماليين ،سلطات مهم رئيس الدولة و الوزراء و البرلمان ،الاستنكار و الهدرة الفاضية لا تكفي ،لا نريد رئيس شمالي و لا رئيس حكومة شمالي و لا خارجية والدفاع شمالي ،نريد استعادة الدولة الجنوبية ،لا يمكن نقبل متآمر,"['Disgust', 'Anticipation', 'Trust']"
الشماليين مجمعين على احتلال الجنوب بكل الطرق والجنوبيين اخذتهم عزة النفس والاحترام الزايد وهذا ما افقدهم دولتهم والان يجب الايكررو اخط الماضي عليهم ان يحسمو امرهم واعلان حكم ذاتي على ارضهم,"['Disgust', 'Anticipation', 'Trust']"
@men3iem_sherief كان نفسي حد زمالكاوي اللي يعملها فيه، كده هيقرفونا بأسطورة الاخلاق والزفت، على اساس الخطيز زفت ده مش زي مرمطى واوسخ اصلا بس متداري,['Disgust']
@falahsport @issa_alharbain هذا هو اعلامكم يافقراوي. وتقولون ليه تطقطقون😂,['Disgust']
@mog_Russ الطائرات المسيره كافيه لتدميرها فلا يغركم السلاح الغربي ومهما وقفت أمريكا والغرب لدعم يهود أوكرانيا سيخسرون وتنتصر روسيا مهما طال الزمن,"['Anticipation', 'Trust']"
@emad_bajalan القاضي سال المجرم علي حسن المجيد بالمحكمه ليش ضربت الاكراد قال لو اعدت الان مره ثانيه ساكررها طلع ماينلام لانكم قرده وجبناء,['Disgust']
@Ahmedrj101 @k_bayern انت ليش قاعد تبرر؟ في كل حالات فريقك البايرن مفلح عليه سنين ضوئيه وقاعد تتفلسف؟ اذا البايرن فريق اصغر بستين ضوئيه ليش عيل مغتصبين كرامه ناديك ؟؟,['Disgust']
@320Njd @malhodill يابنت الحلال وتصدقين كلامه؟! هذا كلب الأمريكان ( المقنع) ولو أرادوه جابوه مثل قاسم سليماني ولكنه ( معجبهم)؟!,['Disgust']
@alharbi_44 صحيفة اسبانيه تصدر من العريجا ورئيس تحريرها فقراوي .. هههههههه يا الاصيفر . يا وليدي بينك وبين العز والمجد والفخر سنه ضوئيه .,['Disgust']
@sulaiman_am0 ليش الاغلب يبي روسيا يندق خشمها ان شاء الله هي المنتصره و بلد الشواذ يلعن خيرهم,"['Optimisim', 'Disgust']"
الأسابيع الماضية سويتوا فينا مجازر بعد كل اجتماع ، بس بعد اجتماع اليوم احنا الي رح نسوي فيكوا مجازر مش إنتوا ، سواء يهود أو سلطة بإذن الله تعالى . اللي ربنا معاه محدش بقدر عليه . و لعبتكوا انكشفت .. #قمة_العار #المقاومة_خط_احمر,['Disgust']
@Nawaf98965128 @AJELNEWS24 جمهور الشباب تاج راسك يافقراوي,['Disgust']
النآئحة المستأجرة والقلم المأجور انيس منصور بالأمس حوثي واليوم انتقالي يخاف على مصالحهم ويشجب كل من يقول عن الانتقالي انهم متمردين وقد قال فيهم مالم يقله مالك بالخمر تعس عبد الدينار تعس وانتكس وإن شاك ما انتقش أبتلي اليمنيين بعاهات امثاله وامثال علي البخيتي,['Disgust']
@mabuhedaih لك وجه تقيم بطوله قاريه وفريقك من 2006م لم يشارك هذا دليل ان فريقك كان ترتيبه بالدوري الثامن او التاسع فعجز عن المشاركه في بطوله ضعيفه كما تصفها ذكرتني بكلامك اللي قلته في إحدى المساحات النصراويه الهلال جسر للنصر لتحقيق البطوله وحدث العكس الصراحة كبيره عليك كلمة إعلامي يالمريب,['Disgust']
والله ما مستفزين ومخربين إلا أنتم. التحريض وأعمال البلطجة في عدن لن تؤدي إلا إلى المزيد من انهيار السلطة وتسلط الحوثيين. مع أعمالكم الحقيرة هذه لن تكون هناك دولة لكم ولا لغيركم. https://t.co/Xdc0VUFdyc,['Disgust']
#عاجل ..- فصائل المقاومة في مخيم جنين : اللقاء لا يصب في مصلحة شعبنا بل يمثل خدمة مجانية للاحتلال المجرم .. #قمة_العار #قمة_العقبه_خيانة #فريق_مجاهدون https://t.co/30MukgwOYi,['No emotions']
@f69393653 @falehsager اليماني عند الحوثيين محد يقدر يعذره غصبن عنه يتكلم مو بكيفه,['Disgust']
@WathiqMarshall العار ما تقومون به انتم يا عملاء الصهاينة اما مكة المكرمة فبعيدة عن دنسكم وقذارتكم,"['Disgust', 'Trust']"
@aleasima_17 اكثر من دعم داعش حفتر ولم يحارب داعش الهلال نفطي لولا فرنسا مستحيل يخد شبر الجفرة وجنوب تم تسليمهم من باشاغا وسراج ومعتيق بعد سحبو القوة الثالتة من جنوب وجفرة يعني تسليم سلمي ، هدم الكشاك والعشوائيات والمخدرات شي فى طرابلس هدمو وحربو المخدرات منغير اي جو اعلامي ، حفتر وهمي,['Trust']
وبالفعل يستيقظ الكويتيون في فجر الخميس ٢ أغسطس ١٩٩٠ ليجدو جحافل الجيش العراقي تستبيح الأعراض والممتلكات والأرواح والمقدرات. وفي الطرف الآخر كانت الولايات المتحدة الأمريكية تعيش أزهى أوقاتها إذ أن تصرفا أحمق من صدام حسين كان هو كل ما كانت تحتاج إليه لتحقيق مآربها. https://t.co/eAXUsrHpq4,['No emotions']
@itsouchenmed @AvichayAdraee @MoroccanArmed اخوانك و اخواني الحقيقين هم الامازيغ...يهود و مسلمين كيفما كانت معتقداتهم...دم الامازيغي فوق كل اعتبار..قارن بين قبائلي و كرغولي ...لا مجال للمقارنة.,"['Disgust', 'Trust']"
كلهم حبيبي كلهم واوروبا الشرقية منبع المافيات والهكر وانجلترا موطن مافيات السرقة هذي يا عمي انتوا فعلا عبيد الرجل الابيض https://t.co/RwD0dsXQcd,['Disgust']
#الارهابيين_ينفقون_عالشواذ لولا أن منّ الله علي مصر بسحق الأنجاس بزعامة الرئيس #السيسي البطل وهروب اتباعهم لمستنقع الدعاره والخمور لينجي الله مصر من سواد وجوههم أينما وجدوا ومصائبهم ستتوالي فقد صفقوا وبرروا الدعارة ويستأجروا أشد #الكاذبين ويمطروهم بأموال سحت #وماكان_ربك_نسيا https://t.co/4dYYQFMMQF,['Disgust']
@Saleh_R9 @football_ll55 الايراني حاقد كم لاعب ايراني راح للبليهي ويطنشه البليهي ويرجع اللاعب الايراني و يطنش البليهي و يجي الثالث والرابع والبليهي ماكلمهم و يجيك واحد خسيس و ضعيف و مسكين يدور على البليهي لان لاعبينك ما قدروا عليه بالملعب تبقى ضعيف امام الهلال ولاعبينه وانت ودافع عن الايراني ماهميتنا,['Disgust']
@SAADmlki @ALMRISEUL انا نصراوي واقوول انت رخمه وكلام سربوت اللي شايفينه ان الهلال يدعسك دعس ويعطيك تاريخيه اقوول على يلووو ياطحلبي هاذي اشباء اكبر منك,['No emotions']
@karimGahin1 مشكلتكم أيها العلمانيين أنكم تكرهون الدين حتى و لو قدم لكم الحقيقة عارية، و ترون أن البشرية في كل تاريخها كانت تعيش في ظلام قبلكم، مع أنكم حتى الآن لم تصلوا إلى ما وصل إليه السابقون مثل الفراعنة. لذلك بضاعتك كاسدة، و عبثا تحاولون، و ليس لكم مكان في بلادنا.,['Disgust']
@mhmd40593552 @united_mano الجزمة يلي اتضربت فيها اخر 4 مواجهات بالابطال ؟ فعلا اندية دوري الهمج تعاني من الزهايمر,['Disgust']
@kevindaag @NaF_q77 فيه دويله انضربت من طائرة بدون طيارة من الحوثي ثاني يوم وزير خارجيتهم في ايران يستعطفهم ويسترحم ..شفت الذل بعينه,['Disgust']
@snn9_9 @EdyCohen في فرق يا شاندرا.. وخطأ مطبعي.. القردةً والخنازير (الصهاينه) قاعدين ومحتلين ارض فلسطين مو العكس.. يلا روحي خوديلك كتاب وتعلمي عن الشرف والوطنيه لانو ناقصك هالعناصر..,['Disgust']
ولعت الدنيا بعد تصريحات الدكتور الخبجي وزاد الخناق على العفاشيين وإخوان اليمن وأصبح مرتزقة إخوان اليمن وجماعة الواي فاي تتصدر المشهد بنباحهم .. ما علينا هذه فقط ورقة واحدة بيد المجلس الإنتقالي الجنوبي والأوراق كثيرة وعلى الطاولة وسوف تطرح قريبا لأننا أصحاب الأرض والقادم لن يسركم https://t.co/qYsK06GFL8 https://t.co/h95NLOPt65,"['Disgust', 'Anticipation', 'Trust']"
@tomas_4040 بعبارة أجمل الي بتسئله من شيعة جنوب العراق هم أحفاد شمر بن ذي الجوشن من بني كلاب وبغباء ينهقون بنفس الموالي وهم عرب,['Disgust']
@RaymondFHakim اداه للاحتلال وعميل للمحتل إيران,['Disgust']
في اربع اشهر حكومة الاطار الشيعي المقاوم قد فعلت بالعمالة واعطت من التنازلات مالم تفعله وتعطيه حكومة الكاظمي العميل الصهيواماراتي امريكي في سنتين اخوة السفارة ولد السايب 😁 https://t.co/Q5oRmnW9vp,['Disgust']
سبب السعار الفرنسي 🇲🇫 اتجاه المغرب 🇲🇦 ... و سعار أذنابها 🇩🇿 ... https://t.co/V4Jg3CCQ8f,['Disgust']
@aleasima_17 لا لا انه ليس من اهلها هو سبب خراب البلاد من جاب الاخوان,['Disgust']
@ikbal8Mohamad فعلا انهم أشباه الرجال كما وصفهم كلب الشام,['Disgust']
@MAlaleany اوجعت السعاودة هداك الله انتبه تذكر اي شي يخص اليمني او الايراني التعوسي لدية عقدة مننا تبغا متابعين طبل للسعودية يمكن يصرفون لك ريالات,['Disgust']
@Mu_AlSadr بغض النظر عن الفتنة التي حدثت في زمنهم لكن ليت الأمة اليوم لها مثل معاوية ما كانت ذليلة تحت لواء الروم والترك والفرس,['Sadness']
